Etablissement;Code_Guichet;Nom_Guichet;Rue;Complement_adresse;Ville;Code_Postal;Horaires;Infos_Complementaires;Raison_Sociale;Url_site;coordonnees_gps;ouverture_lundi;ouverture_mardi;ouverture_mercredi;ouverture_jeudi;ouverture_vendredi;ouverture_samedi;ouverture_dimanche;ouverture_lundi_matin;fermeture_lundi_matin;ouverture_lundi_apresmidi;fermeture_lundi_apresmidi;ouverture_mardi_matin;fermeture_mardi_matin;ouverture_mardi_apresmidi;fermeture_mardi_apresmidi;ouverture_mercredi_matin;fermeture_mercredi_matin;ouverture_mercredi_apresmidi;fermeture_mercredi_apresmidi;ouverture_jeudi_matin;fermeture_jeudi_matin;ouverture_jeudi_apresmidi;fermeture_jeudi_apresmidi;ouverture_vendredi_matin;fermeture_vendredi_matin;ouverture_vendredi_apresmidi;fermeture_vendredi_apresmidi;ouverture_samedi_matin;fermeture_samedi_matin;ouverture_samedi_apresmidi;fermeture_samedi_apresmidi;ouverture_dimanche_matin;fermeture_dimanche_matin;ouverture_dimanche_apresmidi;fermeture_dimanche_apresmidi
17807;00247;LOURDES MARQUI;1, rue Beausite;;LOURDES;65100;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121514301735Sa0830123000000000Di0000000000000000;;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;43.104948,-0.041265;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121514301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1430;1735;0830;1230;0000;0000;0000;0000;0000;0000
10107;00134;PARIS PELLEPORT;135 bis, ave Gambetta;;PARIS 20;75020;Lu0900130014001800Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001700Sa0000000000000000Di0000000000000000;uniquement sur RDV;BRED-Banque Populaire;https://www.bred.fr/;;Lu0900130014001800;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001700;Sa0000000000000000;Di0000000000000000;0900;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000;0000;0000;0000;0000
10107;00135;PARIS ST PAUL;121-123, rue Saint Antoine;;PARIS 04;75004;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0830133014001700Di0000000000000000;uniquement sur RDV;BRED-Banque Populaire;https://www.bred.fr/;48.855129,2.360372;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0830133014001700;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0830;1330;1400;1700;0000;0000;0000;0000
10107;00136;PARIS PASSY;35, rue de Passy;;PARIS 16;75016;Lu0000000000000000Ma0900130013451800Me0900130013451800Je1000130013451800Ve0900130013451800Sa0900130000000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;48.857895,2.281437;Lu0000000000000000;Ma0900130013451800;Me0900130013451800;Je1000130013451800;Ve0900130013451800;Sa0900130000000000;Di0000000000000000;0000;0000;0000;0000;0900;1300;1345;1800;0900;1300;1345;1800;1000;1300;1345;1800;0900;1300;1345;1800;0900;1300;0000;0000;0000;0000;0000;0000
13807;00039;ANCENIS;49, pl Charles de Gaulle;;ANCENIS;44150;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.370353,-1.179346;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
10107;00147;PARIS TURBIGO;48, rue Turbigo;;PARIS 03;75003;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0830133014001700Di0000000000000000;ouverture uniquement sur RDV;BRED-Banque Populaire;https://www.bred.fr/;48.865182,2.355319;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0830133014001700;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0830;1330;1400;1700;0000;0000;0000;0000
10107;00148;PARIS ST ANTOINE;137-139, rue du Faubourg Saint Antoine;;PARIS 11;75011;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0900130014001700Di0000000000000000;uniquement sur RDV;BRED-Banque Populaire;https://www.bred.fr/;48.850929,2.378035;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0900130014001700;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000
13807;00042;DOUARNENEZ;17, rue Duguay Trouin;;DOUARNENEZ;29100;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;48.092484,-4.330068;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
13807;00045;QUIMPERLE;9, pl Saint Michel;;QUIMPERLE;29300;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.870801,-3.548716;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
17807;00006;LOURDES;2, Avenue du Maréchal Foch;;LOURDES;65100;Lu0000000000000000Ma0830121513301735Me0830122013301735Je0830121514301735Ve0830123013301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Les Mardi Mercredi et Vendredi de 13:30 à 17:35  Le Jeudi de 14:30 à 17:35;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;43.092901,-0.046285;Lu0000000000000000;Ma0830121513301735;Me0830122013301735;Je0830121514301735;Ve0830123013301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1220;1330;1735;0830;1215;1430;1735;0830;1230;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
16607;00366;MONTPELLIER CAMPUS PAUL VALERY;737, route de Mende;;MONTPELLIER;34000;Lu0915133014451845Ma0915133014451845Me0915133014451845Je0915133016001845Ve0915133000000000Sa0000000000000000Di0000000000000000;Ouverture uniquement sur rendez-vous les jeudis après-midi;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.610948,3.8483;Lu0915133014451845;Ma0915133014451845;Me0915133014451845;Je0915133016001845;Ve0915133000000000;Sa0000000000000000;Di0000000000000000;0915;1330;1445;1845;0915;1330;1445;1845;0915;1330;1445;1845;0915;1330;1600;1845;0915;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000
10107;00158;PARIS REUILLY DIDEROT;22, rue de Reuilly;;PARIS 12;75012;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0900130014001700Di0000000000000000;uniquement sur RDV;BRED-Banque Populaire;https://www.bred.fr/;48.847109,2.38681;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0900130014001700;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000
17807;00012;TOULOUSE ST MICHEL;31, Grande Rue Saint Michel;;TOULOUSE;31400;Lu0830121513301735Ma0830121513301735Me0830121513301730Je0830121514301735Ve0830123000000000Sa0000000000000000Di0000000000000000;Ouverture sur RDV :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;43.586055,1.447077;Lu0830121513301735;Ma0830121513301735;Me0830121513301730;Je0830121514301735;Ve0830123000000000;Sa0000000000000000;Di0000000000000000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1330;1730;0830;1215;1430;1735;0830;1230;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000
16607;00004;PORT VENDRES;8, quai Pierre Forgas;;PORT VENDRES;66660;Lu0900123013301730Ma0900123013301730Me0900123013301730Je0900123015001730Ve0900123013301730Sa0000000000000000Di0000000000000000;Sur RV l'aprés-midi.;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;42.517673,3.106359;Lu0900123013301730;Ma0900123013301730;Me0900123013301730;Je0900123015001730;Ve0900123013301730;Sa0000000000000000;Di0000000000000000;0900;1230;1330;1730;0900;1230;1330;1730;0900;1230;1330;1730;0900;1230;1500;1730;0900;1230;1330;1730;0000;0000;0000;0000;0000;0000;0000;0000
10107;00163;PARIS MONTORGUEIL;19, rue Montorgueil;;PARIS 01;75001;Lu0900130014001800Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001700Sa0000000000000000Di0000000000000000;ouverture uniquement sur RDV;BRED-Banque Populaire;https://www.bred.fr/;48.863942,2.346428;Lu0900130014001800;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001700;Sa0000000000000000;Di0000000000000000;0900;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000;0000;0000;0000;0000
10107;00165;FORT DE FRANCE DILLON;Ctre Cial Carrefour DILLON;;FORT DE FRANCE;97200;Lu0835122514051710Ma0835122514051710Me0835122514051710Je0835122514051710Ve0835122514051710Sa0000000000000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;14.61054,-61.045411;Lu0835122514051710;Ma0835122514051710;Me0835122514051710;Je0835122514051710;Ve0835122514051710;Sa0000000000000000;Di0000000000000000;0835;1225;1405;1710;0835;1225;1405;1710;0835;1225;1405;1710;0835;1225;1405;1710;0835;1225;1405;1710;0000;0000;0000;0000;0000;0000;0000;0000
10107;00166;ST BARTHELEMY;Ctre Cial Saint Jean;;ST BARTHELEMY;97133;Lu0815121514001700Ma0815121514001700Me0815121514001700Je0815121514001700Ve0815121514001700Sa0000000000000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;;Lu0815121514001700;Ma0815121514001700;Me0815121514001700;Je0815121514001700;Ve0815121514001700;Sa0000000000000000;Di0000000000000000;0815;1215;1400;1700;0815;1215;1400;1700;0815;1215;1400;1700;0815;1215;1400;1700;0815;1215;1400;1700;0000;0000;0000;0000;0000;0000;0000;0000
13807;00053;ST HERBLAIN THEBAUDIERES;11, ave des Thébaudières;;ST HERBLAIN;44800;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.245399,-1.605321;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
13807;00054;CHATEAUBRIANT;14C, pl de la Motte;;CHATEAUBRIANT;44110;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;Votre agence est ouverte uniquement sur rendez-vous l'après-midi.;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.718148,-1.377727;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
